user_id,date,steps,calories_burned,resting_hr,sleep_hours,calories_consumed,carbs_g,protein_g,fat_g,workout_label,nutrition_label
330,2025-09-1,2563,2744,63,8.1,1835,285,84,23,light_walk,balanced_plate
331,2025-09-2,3959,2265,73,7.7,2093,258,89,79,light_walk,balanced_plate
332,2025-09-3,11154,3340,68,3.4,2632,175,59,77,rest_day,reduce_protein_add_carbs
333,2025-09-4,5093,2640,80,8.8,3566,272,129,113,rest_day,high_protein
334,2025-09-5,6256,2706,82,3.6,3151,212,121,66,rest_day,high_protein
335,2025-09-6,13258,3348,82,5.9,2783,247,141,66,recovery_high_steps,high_protein
336,2025-09-7,18394,1898,55,9.9,3671,174,132,28,rest_day,high_protein
337,2025-09-8,12889,2923,54,4.3,3096,237,79,22,recovery_high_steps,balanced_plate
338,2025-09-9,13930,3148,79,8.8,3528,297,110,70,intense_workout,high_protein
339,2025-09-10,17833,2046,75,9.1,2872,419,66,103,intense_workout,carb_boost
340,2025-09-11,2096,2416,59,9.6,3903,169,119,23,light_walk,high_protein
341,2025-09-12,15078,2818,84,6.1,3361,396,83,65,intense_workout,carb_boost
342,2025-09-13,14139,2887,80,9.5,2484,135,114,49,intense_workout,high_protein
343,2025-09-14,1431,2375,79,3.3,2402,262,84,111,gentle_stretching,balanced_plate
344,2025-09-15,8461,2131,59,4.9,3514,205,118,96,rest_day,high_protein
345,2025-09-16,16965,3079,58,6.4,3219,206,113,101,rest_day,high_protein
346,2025-09-17,18681,2374,70,6.7,3510,106,99,34,rest_day,balanced_plate
347,2025-09-18,14289,2171,60,9.7,2443,298,50,61,rest_day,balanced_plate
348,2025-09-19,11929,1991,63,8.1,3861,120,111,88,rest_day,high_protein
349,2025-09-20,1753,3456,73,5.4,1870,444,114,31,gentle_stretching,high_protein
350,2025-09-21,16376,1944,90,3.2,2128,295,135,90,recovery_high_steps,high_protein
351,2025-09-22,597,2514,82,6.7,2072,453,57,77,light_walk,carb_boost
352,2025-09-23,18474,3204,88,8.0,2028,197,99,89,intense_workout,balanced_plate
353,2025-09-24,10849,3100,59,4.2,3037,121,141,76,rest_day,high_protein
354,2025-09-25,3137,2341,83,9.0,1934,224,68,105,light_walk,balanced_plate
355,2025-09-26,8535,3459,87,8.6,2110,291,144,82,rest_day,high_protein
356,2025-09-27,10800,2459,81,4.8,2031,253,97,105,intense_workout,balanced_plate
357,2025-09-28,5774,1875,89,9.1,3249,215,121,33,rest_day,high_protein
358,2025-09-29,16282,2904,90,6.9,2380,165,54,22,intense_workout,reduce_protein_add_carbs
359,2025-09-30,10183,2567,82,5.7,3774,361,68,71,intense_workout,carb_boost
360,2025-09-1,18810,2701,68,6.1,2278,367,103,27,rest_day,high_protein
361,2025-09-2,18939,1975,90,7.0,2404,146,44,67,intense_workout,reduce_protein_add_carbs
362,2025-09-3,2285,2627,67,4.1,1967,367,31,26,light_walk,carb_boost
363,2025-09-4,4943,1886,52,9.3,3398,139,131,52,light_walk,high_protein
364,2025-09-5,19584,2514,57,9.3,3415,275,136,23,rest_day,high_protein
365,2025-09-6,7133,2465,68,9.2,3047,494,75,35,rest_day,carb_boost
366,2025-09-7,10102,2512,70,8.1,2783,201,124,78,rest_day,high_protein
367,2025-09-8,8438,3163,76,7.8,3678,452,97,44,rest_day,carb_boost
368,2025-09-9,226,2200,77,9.0,2895,233,112,79,light_walk,high_protein
369,2025-09-10,16299,2900,60,9.3,2887,463,102,104,rest_day,high_protein
370,2025-09-11,16087,2749,71,8.8,1975,385,119,40,intense_workout,high_protein
371,2025-09-12,18099,2045,90,8.2,1837,413,104,76,intense_workout,high_protein
372,2025-09-13,18710,2699,71,8.2,3174,449,44,110,intense_workout,carb_boost
373,2025-09-14,9122,1788,69,8.2,3453,165,128,59,rest_day,high_protein
374,2025-09-15,10487,1655,88,4.2,3183,223,30,91,intense_workout,balanced_plate
375,2025-09-16,3830,2354,52,7.9,3444,402,67,34,light_walk,carb_boost
376,2025-09-17,4628,1726,63,9.3,2050,492,128,96,light_walk,high_protein
377,2025-09-18,10449,2638,82,9.1,3766,190,127,65,intense_workout,high_protein
378,2025-09-19,2597,1641,85,5.7,3182,129,107,103,light_walk,high_protein
379,2025-09-20,10096,1780,89,8.2,1653,201,116,41,intense_workout,high_protein
380,2025-09-21,18351,1582,52,8.3,3831,272,100,97,rest_day,balanced_plate
381,2025-09-22,7230,2596,68,9.1,1897,219,67,72,rest_day,balanced_plate
382,2025-09-23,14140,2175,89,4.8,1764,419,62,71,recovery_high_steps,carb_boost
383,2025-09-24,14424,3177,60,3.5,3881,321,70,87,recovery_high_steps,carb_boost
384,2025-09-25,8259,2487,57,9.1,3121,219,84,35,rest_day,balanced_plate
385,2025-09-26,2524,2585,79,6.0,2278,163,139,69,light_walk,high_protein
386,2025-09-27,1492,3290,70,3.4,2799,456,96,63,gentle_stretching,carb_boost
387,2025-09-28,16288,2512,58,9.4,2847,134,110,117,rest_day,high_protein
388,2025-09-29,17111,1979,50,3.2,1842,431,83,95,recovery_high_steps,carb_boost
389,2025-09-30,6317,2058,64,7.2,3573,407,122,41,rest_day,high_protein
390,2025-09-1,14567,2032,87,7.1,1678,231,84,90,intense_workout,calorie_control
391,2025-09-2,10587,2039,53,5.7,2078,441,137,85,rest_day,high_protein
392,2025-09-3,2007,2685,76,8.2,3292,171,116,57,light_walk,high_protein
393,2025-09-4,7429,1713,74,3.0,2279,361,119,46,rest_day,high_protein
394,2025-09-5,7815,2990,50,6.2,3144,340,128,59,rest_day,high_protein
395,2025-09-6,8333,2814,69,4.4,2200,148,75,81,rest_day,balanced_plate
396,2025-09-7,17543,2054,69,3.8,2101,394,114,68,recovery_high_steps,high_protein
397,2025-09-8,17087,1817,90,5.8,3072,404,70,36,recovery_high_steps,carb_boost
398,2025-09-9,855,3312,88,7.0,3074,496,93,30,light_walk,carb_boost
399,2025-09-10,1517,3182,60,3.9,1500,267,137,38,gentle_stretching,high_protein
400,2025-09-11,11595,2083,57,7.7,2632,367,90,52,rest_day,carb_boost
401,2025-09-12,987,2773,54,3.0,2358,273,116,49,gentle_stretching,high_protein
402,2025-09-13,3052,1930,72,3.3,3375,437,47,85,light_walk,carb_boost
403,2025-09-14,5443,2489,82,6.2,2093,246,140,47,rest_day,high_protein
404,2025-09-15,935,2607,82,5.8,3588,357,92,48,gentle_stretching,carb_boost
405,2025-09-16,16585,1949,60,7.2,2409,309,80,92,rest_day,carb_boost
406,2025-09-17,7544,3074,77,4.2,2128,101,122,57,rest_day,high_protein
407,2025-09-18,386,3435,79,4.0,2604,367,64,84,gentle_stretching,carb_boost
408,2025-09-19,15670,3336,64,3.3,2736,161,78,114,recovery_high_steps,balanced_plate
409,2025-09-20,7064,2802,73,7.6,3319,376,83,37,rest_day,carb_boost
410,2025-09-21,2658,2952,58,5.1,2553,287,137,117,light_walk,high_protein
411,2025-09-22,1823,2974,52,9.0,2564,162,52,94,light_walk,reduce_protein_add_carbs
412,2025-09-23,15007,3348,85,5.8,3443,266,63,75,recovery_high_steps,balanced_plate
413,2025-09-24,7835,2432,56,4.0,3091,420,94,66,rest_day,carb_boost
414,2025-09-25,11411,3310,78,6.6,2413,225,40,68,intense_workout,balanced_plate
415,2025-09-26,11120,3329,54,6.7,2963,303,131,84,rest_day,high_protein
416,2025-09-27,17438,2911,54,4.6,1942,166,104,64,recovery_high_steps,high_protein
417,2025-09-28,9370,2953,76,4.1,3341,361,88,34,rest_day,carb_boost
418,2025-09-29,2169,1624,86,9.7,3231,373,102,48,light_walk,high_protein
419,2025-09-30,14973,3023,66,5.7,2801,167,98,56,recovery_high_steps,balanced_plate
420,2025-09-1,15848,1804,62,6.8,2320,478,116,70,rest_day,high_protein
421,2025-09-2,13865,2877,81,8.0,2261,440,75,40,intense_workout,carb_boost
422,2025-09-3,8491,1638,88,6.8,3127,379,128,32,rest_day,high_protein
423,2025-09-4,13283,1934,66,8.1,3651,313,53,38,rest_day,carb_boost
424,2025-09-5,12452,2498,70,4.0,2156,200,65,38,recovery_high_steps,balanced_plate
425,2025-09-6,10238,1563,76,9.4,1766,409,74,66,intense_workout,carb_boost
426,2025-09-7,19595,1745,70,8.2,3010,104,110,75,rest_day,high_protein
427,2025-09-8,13331,3460,61,9.8,2382,246,55,67,rest_day,balanced_plate
428,2025-09-9,5867,2319,81,6.4,2194,349,129,94,rest_day,high_protein
429,2025-09-10,13527,1906,64,7.2,2203,348,144,100,rest_day,high_protein
430,2025-09-11,15309,3254,67,6.1,3210,338,33,26,rest_day,carb_boost
431,2025-09-12,364,1662,58,3.4,3884,468,126,115,gentle_stretching,high_protein
432,2025-09-13,13127,1646,87,4.8,2536,288,60,99,recovery_high_steps,balanced_plate
433,2025-09-14,1137,1979,71,7.8,2182,422,83,29,light_walk,carb_boost
434,2025-09-15,12413,1776,65,8.7,2195,385,86,113,rest_day,carb_boost
435,2025-09-16,12306,2893,57,10.0,2041,234,96,84,rest_day,balanced_plate
436,2025-09-17,3363,1524,86,8.2,3072,240,133,27,light_walk,high_protein
437,2025-09-18,8068,1687,58,8.4,2046,293,92,42,rest_day,balanced_plate
438,2025-09-19,11528,2301,63,5.9,1913,457,104,118,rest_day,high_protein
439,2025-09-20,9101,1687,62,9.6,2813,144,90,102,rest_day,balanced_plate
440,2025-09-21,5242,1857,65,7.8,3180,474,63,35,rest_day,carb_boost
441,2025-09-22,15717,2711,51,3.5,2536,283,140,50,recovery_high_steps,high_protein
442,2025-09-23,2555,2813,88,5.8,2738,219,84,46,light_walk,balanced_plate
443,2025-09-24,3701,2232,88,6.3,3868,332,59,72,light_walk,carb_boost
444,2025-09-25,2828,3056,68,5.5,2804,313,60,100,light_walk,carb_boost
445,2025-09-26,16566,2546,81,6.1,2979,153,81,39,intense_workout,balanced_plate
446,2025-09-27,159,3405,63,6.2,2511,152,53,98,light_walk,reduce_protein_add_carbs
447,2025-09-28,13333,2553,53,4.0,2994,363,111,31,recovery_high_steps,high_protein
448,2025-09-29,6046,3497,83,3.9,1853,226,104,95,rest_day,high_protein
449,2025-09-30,15920,3114,80,4.3,3384,253,47,115,recovery_high_steps,balanced_plate
450,2025-09-1,11989,1793,66,3.4,2317,363,70,25,rest_day,carb_boost
451,2025-09-2,15275,2388,78,9.5,2132,164,136,38,intense_workout,high_protein
452,2025-09-3,5793,1927,53,8.5,2318,240,112,68,rest_day,high_protein
453,2025-09-4,8389,2123,61,7.7,3948,285,116,109,rest_day,high_protein
454,2025-09-5,1948,2428,76,8.9,2405,274,52,104,light_walk,balanced_plate
455,2025-09-6,12180,1734,62,4.3,2022,372,97,66,recovery_high_steps,carb_boost
456,2025-09-7,9821,3236,70,6.3,3246,239,66,61,rest_day,balanced_plate
457,2025-09-8,13200,2624,88,6.5,3076,454,76,37,intense_workout,carb_boost
458,2025-09-9,7935,3497,84,5.6,2391,112,111,32,rest_day,high_protein
459,2025-09-10,13411,1530,51,4.5,1828,265,104,73,recovery_high_steps,high_protein
460,2025-09-11,2005,2623,72,7.3,1661,492,117,27,light_walk,high_protein
461,2025-09-12,14609,2526,77,9.8,2439,248,57,73,intense_workout,balanced_plate
462,2025-09-13,17845,2588,85,3.6,1734,326,42,76,recovery_high_steps,carb_boost
463,2025-09-14,4213,1553,59,6.8,3600,173,75,32,light_walk,balanced_plate
464,2025-09-15,19557,3315,51,3.1,1897,237,64,44,recovery_high_steps,balanced_plate
465,2025-09-16,8578,1610,87,6.7,2383,123,58,62,rest_day,reduce_protein_add_carbs
466,2025-09-17,1401,2711,75,7.7,1618,255,45,66,light_walk,calorie_control
467,2025-09-18,10704,1603,77,9.8,3205,286,76,113,intense_workout,balanced_plate
468,2025-09-19,19176,3197,86,4.9,3259,252,62,74,recovery_high_steps,balanced_plate
469,2025-09-20,4025,2018,61,3.0,3920,234,129,70,light_walk,high_protein
470,2025-09-21,18591,1830,57,8.5,2979,144,115,78,rest_day,high_protein
471,2025-09-22,12903,1694,78,4.6,2749,304,108,106,recovery_high_steps,high_protein
472,2025-09-23,16299,2741,53,9.7,1892,218,34,75,rest_day,balanced_plate
473,2025-09-24,10847,2479,60,9.7,1777,332,46,78,rest_day,carb_boost
474,2025-09-25,13401,3015,56,4.0,1525,124,39,64,recovery_high_steps,reduce_protein_add_carbs
475,2025-09-26,8652,3216,57,7.5,2506,450,57,94,rest_day,carb_boost
476,2025-09-27,8682,3356,87,5.0,3223,156,76,50,rest_day,balanced_plate
477,2025-09-28,14824,2185,75,4.0,3552,183,81,94,recovery_high_steps,balanced_plate
478,2025-09-29,2295,3089,82,9.7,3446,325,44,115,light_walk,carb_boost
479,2025-09-30,3644,2645,70,9.7,3993,309,107,93,light_walk,high_protein
480,2025-09-1,10541,3432,80,3.3,2489,105,122,27,intense_workout,high_protein
481,2025-09-2,11691,1992,82,4.0,3878,432,79,30,intense_workout,carb_boost
482,2025-09-3,13979,3015,55,3.8,2079,454,77,75,recovery_high_steps,carb_boost
483,2025-09-4,7866,2613,61,4.8,3124,373,48,106,rest_day,carb_boost
484,2025-09-5,619,2382,78,9.4,2796,206,72,99,light_walk,balanced_plate
485,2025-09-6,17313,2770,57,4.1,1507,451,129,113,recovery_high_steps,high_protein
486,2025-09-7,12474,3119,73,8.3,3640,185,73,28,intense_workout,balanced_plate
487,2025-09-8,18852,1573,85,5.5,3718,315,71,85,recovery_high_steps,carb_boost
488,2025-09-9,10695,2443,76,4.8,1848,463,42,64,intense_workout,carb_boost
489,2025-09-10,12297,2239,58,4.1,2166,133,144,20,recovery_high_steps,high_protein
490,2025-09-11,8792,2104,56,5.6,2479,216,123,54,rest_day,high_protein
491,2025-09-12,7778,3148,88,7.0,1773,272,145,112,rest_day,high_protein
492,2025-09-13,10195,2192,76,5.9,3661,356,87,45,intense_workout,carb_boost
493,2025-09-14,14188,2927,72,6.5,2564,204,34,84,intense_workout,balanced_plate
494,2025-09-15,10593,2515,90,9.7,2208,355,40,75,intense_workout,carb_boost
495,2025-09-16,13234,2160,84,5.3,3950,208,89,90,recovery_high_steps,balanced_plate
496,2025-09-17,10230,1826,75,9.2,1904,231,52,103,intense_workout,balanced_plate
497,2025-09-18,17806,2253,78,4.8,2891,246,141,65,recovery_high_steps,high_protein
498,2025-09-19,11757,3028,76,3.5,1770,484,96,43,intense_workout,carb_boost
499,2025-09-20,11546,1539,85,7.9,1789,280,149,42,intense_workout,high_protein
500,2025-09-21,11116,2080,80,3.9,2180,412,89,73,intense_workout,carb_boost
501,2025-09-22,5445,2880,59,4.4,3138,184,90,103,rest_day,balanced_plate
502,2025-09-23,5634,1883,71,8.1,2343,137,144,55,rest_day,high_protein
503,2025-09-24,19624,3488,62,6.0,1805,129,91,44,rest_day,balanced_plate
504,2025-09-25,16589,2708,85,9.9,2545,312,83,40,intense_workout,carb_boost
505,2025-09-26,18375,2252,65,3.5,3322,301,61,78,recovery_high_steps,carb_boost
506,2025-09-27,12541,2020,66,9.7,1509,313,46,87,rest_day,carb_boost
507,2025-09-28,13422,1652,70,6.9,3356,290,118,70,rest_day,high_protein
508,2025-09-29,12067,2604,90,6.1,1603,370,125,58,intense_workout,high_protein
509,2025-09-30,1914,2721,50,3.9,2901,266,86,100,gentle_stretching,balanced_plate
510,2025-09-1,19873,2262,90,4.4,2664,169,35,103,recovery_high_steps,reduce_protein_add_carbs
511,2025-09-2,9523,1744,52,3.8,2060,175,141,66,rest_day,high_protein
512,2025-09-3,2230,1691,50,5.2,2997,370,129,51,light_walk,high_protein
513,2025-09-4,1151,2975,67,3.1,1542,471,64,97,gentle_stretching,carb_boost
514,2025-09-5,11065,3324,63,8.9,2258,487,117,78,rest_day,high_protein
515,2025-09-6,19356,3374,55,6.8,2691,438,146,84,rest_day,high_protein
516,2025-09-7,17860,1782,65,9.0,2024,339,93,81,rest_day,carb_boost
517,2025-09-8,13794,2158,61,4.6,2981,188,49,114,recovery_high_steps,reduce_protein_add_carbs
518,2025-09-9,16835,1927,72,5.2,2382,412,130,91,recovery_high_steps,high_protein
519,2025-09-10,10758,2729,52,9.0,2094,278,111,99,rest_day,high_protein
520,2025-09-11,16199,2647,82,6.8,3878,488,56,31,intense_workout,carb_boost
521,2025-09-12,1424,2401,82,6.0,3447,433,98,78,light_walk,carb_boost
522,2025-09-13,19488,2841,90,7.8,3744,478,95,113,intense_workout,carb_boost
523,2025-09-14,18990,3202,53,9.9,2607,281,36,98,rest_day,balanced_plate
524,2025-09-15,12502,3049,72,5.9,3345,347,49,48,recovery_high_steps,carb_boost
525,2025-09-16,15166,2213,90,9.9,3765,161,58,93,intense_workout,reduce_protein_add_carbs
526,2025-09-17,10561,2017,54,9.9,2180,181,119,103,rest_day,high_protein
527,2025-09-18,14256,3254,61,3.5,3934,365,127,108,recovery_high_steps,high_protein
528,2025-09-19,14114,1707,51,5.0,3713,121,55,62,recovery_high_steps,reduce_protein_add_carbs
529,2025-09-20,1518,1729,69,5.1,2449,247,137,38,gentle_stretching,high_protein
530,2025-09-21,3554,1866,51,4.9,2657,306,56,29,light_walk,carb_boost
531,2025-09-22,12360,1980,81,7.3,2244,199,88,21,intense_workout,balanced_plate
532,2025-09-23,7619,2588,68,3.7,3813,408,108,78,rest_day,high_protein
533,2025-09-24,4757,2446,70,4.4,3313,455,127,49,light_walk,high_protein
534,2025-09-25,8475,2972,53,9.6,1582,484,39,55,rest_day,carb_boost
535,2025-09-26,11336,2760,81,7.7,1675,265,46,93,intense_workout,calorie_control
536,2025-09-27,16753,3318,84,9.2,2864,226,54,47,intense_workout,balanced_plate
537,2025-09-28,3676,1878,58,6.1,2771,447,46,62,light_walk,carb_boost
538,2025-09-29,2424,2564,69,4.4,3586,468,146,42,light_walk,high_protein
539,2025-09-30,1134,3003,82,4.5,1568,398,77,53,gentle_stretching,carb_boost
540,2025-09-1,14631,1702,52,4.5,2684,430,45,101,recovery_high_steps,carb_boost
541,2025-09-2,1629,2827,59,9.2,1774,263,88,82,light_walk,calorie_control
542,2025-09-3,14924,2003,52,7.3,2514,475,120,27,rest_day,high_protein
543,2025-09-4,690,1993,66,9.4,1889,206,118,58,light_walk,high_protein
544,2025-09-5,5488,3479,77,9.4,2148,437,85,78,rest_day,carb_boost
545,2025-09-6,2817,1944,87,6.0,3967,213,136,56,light_walk,high_protein
546,2025-09-7,14427,3053,83,6.5,2662,285,86,96,intense_workout,balanced_plate
547,2025-09-8,8326,3096,73,9.5,2322,102,107,57,rest_day,high_protein
548,2025-09-9,8312,2908,87,4.1,2507,232,142,93,rest_day,high_protein
549,2025-09-10,15195,1520,56,8.0,3850,183,112,54,rest_day,high_protein
550,2025-09-11,12356,2652,53,9.5,3830,411,135,42,rest_day,high_protein
551,2025-09-12,60,2842,73,8.5,2834,401,61,74,light_walk,carb_boost
552,2025-09-13,12127,2912,85,7.4,2700,461,87,58,intense_workout,carb_boost
553,2025-09-14,11087,1596,70,9.3,2529,208,64,58,rest_day,balanced_plate
554,2025-09-15,661,1924,54,7.7,3623,412,115,92,light_walk,high_protein
555,2025-09-16,13596,2762,86,5.9,1994,211,52,64,recovery_high_steps,balanced_plate
556,2025-09-17,5520,2770,89,9.0,1984,233,137,37,rest_day,high_protein
557,2025-09-18,13917,2161,82,5.4,2137,334,61,61,recovery_high_steps,carb_boost
558,2025-09-19,8690,2473,59,7.4,1614,261,102,47,rest_day,high_protein
559,2025-09-20,2294,3082,68,5.3,1911,251,101,28,light_walk,high_protein
560,2025-09-21,15534,2812,82,6.8,3877,274,135,84,intense_workout,high_protein
561,2025-09-22,1948,2445,83,5.9,3420,192,77,96,gentle_stretching,balanced_plate
562,2025-09-23,10799,2956,78,6.1,2355,381,46,90,intense_workout,carb_boost
563,2025-09-24,15810,2530,88,5.9,3276,161,46,62,recovery_high_steps,reduce_protein_add_carbs
564,2025-09-25,18172,2910,64,9.2,3526,381,45,44,rest_day,carb_boost
565,2025-09-26,3893,2167,58,6.7,2004,185,109,60,light_walk,high_protein
566,2025-09-27,10738,2887,90,6.7,1838,246,95,60,intense_workout,balanced_plate
567,2025-09-28,4994,1638,79,7.5,3982,483,77,85,light_walk,carb_boost
568,2025-09-29,11999,3171,71,6.4,3732,459,65,98,intense_workout,carb_boost
569,2025-09-30,11064,2572,67,5.6,3882,119,93,112,rest_day,balanced_plate
570,2025-09-1,634,3269,78,6.1,1502,281,107,83,light_walk,high_protein
571,2025-09-2,12327,1558,53,6.2,3407,430,124,115,rest_day,high_protein
572,2025-09-3,8026,2937,51,7.6,3895,258,127,80,rest_day,high_protein
573,2025-09-4,11767,2218,74,7.1,1749,413,130,64,intense_workout,high_protein
574,2025-09-5,2854,3003,66,3.1,2734,291,73,48,light_walk,balanced_plate
575,2025-09-6,2618,2082,77,4.4,1719,489,58,77,light_walk,carb_boost
576,2025-09-7,10640,2923,72,7.2,3312,163,119,55,intense_workout,high_protein
577,2025-09-8,489,3008,71,8.3,3205,368,40,73,light_walk,carb_boost
578,2025-09-9,18959,3043,89,5.2,2454,485,123,113,recovery_high_steps,high_protein
579,2025-09-10,6859,2149,60,4.3,3943,470,119,42,rest_day,high_protein
580,2025-09-11,12945,2841,81,6.0,3609,393,140,86,intense_workout,high_protein
581,2025-09-12,19109,3486,79,4.6,3515,255,50,32,recovery_high_steps,balanced_plate
582,2025-09-13,922,2367,56,4.9,2474,306,33,115,gentle_stretching,carb_boost
583,2025-09-14,10006,2386,55,8.5,3887,303,62,47,rest_day,carb_boost
584,2025-09-15,3748,2074,71,3.2,1904,195,64,98,light_walk,balanced_plate
585,2025-09-16,9732,2327,55,6.0,1865,286,149,48,rest_day,high_protein
586,2025-09-17,12742,1603,62,8.8,3878,281,67,67,rest_day,balanced_plate
587,2025-09-18,9867,1798,80,8.6,2974,464,120,54,rest_day,high_protein
588,2025-09-19,12638,3178,65,5.9,3404,390,145,94,recovery_high_steps,high_protein
589,2025-09-20,19348,1998,60,3.1,2007,403,146,54,recovery_high_steps,high_protein
590,2025-09-21,14933,1665,80,8.4,1613,455,61,74,intense_workout,carb_boost
591,2025-09-22,3839,2758,84,9.6,2208,440,39,102,light_walk,carb_boost
592,2025-09-23,10776,1567,78,8.3,3621,160,72,44,intense_workout,balanced_plate
593,2025-09-24,5395,2571,68,9.1,2150,209,127,74,rest_day,high_protein
594,2025-09-25,18971,3232,54,10.0,3085,487,147,61,rest_day,high_protein
595,2025-09-26,19923,3201,74,6.5,1787,494,90,37,intense_workout,carb_boost
596,2025-09-27,19610,3090,67,3.8,2598,376,73,24,recovery_high_steps,carb_boost
597,2025-09-28,3414,2948,74,7.5,2417,438,94,83,light_walk,carb_boost
598,2025-09-29,6982,2783,50,4.3,1905,313,143,66,rest_day,high_protein
599,2025-09-30,12380,1929,63,3.4,1933,211,62,78,recovery_high_steps,balanced_plate
600,2025-09-1,5162,1706,61,6.2,2031,321,67,22,rest_day,carb_boost
601,2025-09-2,7323,2707,75,5.8,3357,392,78,85,rest_day,carb_boost
602,2025-09-3,9802,3491,89,7.2,2552,395,119,49,rest_day,high_protein
603,2025-09-4,18771,2127,65,7.8,3270,106,109,64,rest_day,high_protein
604,2025-09-5,1262,2451,76,8.2,3635,355,102,54,light_walk,high_protein
605,2025-09-6,18643,3328,66,7.4,2730,194,146,113,rest_day,high_protein
606,2025-09-7,14715,3266,61,8.7,2424,110,127,69,rest_day,high_protein
607,2025-09-8,17478,1863,83,6.3,1549,457,117,29,intense_workout,high_protein
608,2025-09-9,12851,2282,86,6.7,3540,395,101,59,intense_workout,high_protein
609,2025-09-10,4331,1555,72,8.6,1609,291,37,112,light_walk,calorie_control
610,2025-09-11,861,2067,59,4.8,2136,112,125,55,gentle_stretching,high_protein
611,2025-09-12,18532,3317,71,9.3,2861,265,117,106,intense_workout,high_protein
612,2025-09-13,15125,3165,80,5.1,3511,401,125,81,recovery_high_steps,high_protein
613,2025-09-14,10692,1691,87,8.5,3785,454,73,79,intense_workout,carb_boost
614,2025-09-15,13757,2866,66,6.1,2490,412,84,72,rest_day,carb_boost
615,2025-09-16,8417,2276,71,8.1,2187,117,144,95,rest_day,high_protein
616,2025-09-17,13223,3436,64,4.4,3498,418,148,58,recovery_high_steps,high_protein
617,2025-09-18,7692,2348,81,9.2,2605,432,109,92,rest_day,high_protein
618,2025-09-19,446,3367,87,8.9,2850,348,128,67,light_walk,high_protein
619,2025-09-20,11151,2962,88,6.2,3892,323,91,32,intense_workout,carb_boost
620,2025-09-21,2032,2752,55,7.0,2516,287,119,33,light_walk,high_protein
621,2025-09-22,1630,1809,53,9.8,2595,380,106,51,light_walk,high_protein
622,2025-09-23,19642,1985,87,9.0,1552,321,96,47,intense_workout,carb_boost
623,2025-09-24,18050,2760,83,9.3,3969,299,148,91,intense_workout,high_protein
624,2025-09-25,14520,1505,63,4.8,1886,355,88,95,recovery_high_steps,carb_boost
625,2025-09-26,9018,3322,78,8.6,1807,444,70,50,rest_day,carb_boost
626,2025-09-27,4820,2261,69,4.7,3935,112,74,61,light_walk,balanced_plate
627,2025-09-28,8112,1775,62,4.6,1980,484,44,96,rest_day,carb_boost
628,2025-09-29,15632,3443,57,9.4,1608,378,75,91,rest_day,carb_boost
629,2025-09-30,314,2997,62,6.3,3020,255,118,80,light_walk,high_protein
630,2025-09-1,19727,2386,51,8.3,2412,385,132,32,rest_day,high_protein
631,2025-09-2,6751,1997,78,8.0,2694,193,50,74,rest_day,reduce_protein_add_carbs
632,2025-09-3,6992,2435,68,7.3,2724,279,103,114,rest_day,high_protein
633,2025-09-4,12852,1970,79,6.9,3855,236,83,20,intense_workout,balanced_plate
634,2025-09-5,9259,2238,60,6.1,2788,387,44,31,rest_day,carb_boost
635,2025-09-6,17888,2760,63,9.4,1571,254,91,31,rest_day,calorie_control
636,2025-09-7,3303,2565,60,7.0,3820,320,114,104,light_walk,high_protein
637,2025-09-8,9783,1889,71,3.5,1992,291,144,73,rest_day,high_protein
638,2025-09-9,5831,2756,84,5.9,2316,248,144,85,rest_day,high_protein
639,2025-09-10,12391,3374,88,4.9,1772,105,48,75,recovery_high_steps,reduce_protein_add_carbs
640,2025-09-11,1051,3485,87,9.6,3724,398,65,77,light_walk,carb_boost
641,2025-09-12,307,3093,81,6.8,2751,346,89,102,light_walk,carb_boost
642,2025-09-13,14330,2295,50,3.6,3994,307,143,23,recovery_high_steps,high_protein
643,2025-09-14,11755,2422,58,4.7,1683,175,60,107,rest_day,calorie_control
644,2025-09-15,9590,2153,74,9.4,3102,349,53,92,rest_day,carb_boost
645,2025-09-16,9497,2415,89,7.0,1651,104,96,77,rest_day,calorie_control
646,2025-09-17,19738,1963,64,6.2,1604,280,73,45,rest_day,calorie_control
647,2025-09-18,13998,1661,72,9.2,1639,231,116,67,intense_workout,high_protein
648,2025-09-19,2230,1867,50,6.1,3101,257,32,40,light_walk,balanced_plate
649,2025-09-20,13272,2351,71,4.2,3544,471,67,34,recovery_high_steps,carb_boost
650,2025-09-21,8185,1749,64,6.0,2483,476,34,89,rest_day,carb_boost
651,2025-09-22,2672,2374,72,7.6,2029,248,121,118,light_walk,high_protein
652,2025-09-23,2773,2371,72,7.9,3685,444,81,91,light_walk,carb_boost
653,2025-09-24,4298,2072,54,3.7,3216,410,66,75,light_walk,carb_boost
654,2025-09-25,1260,2369,78,4.6,3094,339,31,84,gentle_stretching,carb_boost
655,2025-09-26,14011,2318,79,9.0,3655,431,68,109,intense_workout,carb_boost
656,2025-09-27,10956,2390,57,5.1,2968,480,83,111,rest_day,carb_boost
657,2025-09-28,3961,2105,58,3.2,3504,283,140,53,light_walk,high_protein
658,2025-09-29,13558,2042,74,7.8,2962,377,69,20,intense_workout,carb_boost
659,2025-09-30,11454,3013,70,8.2,1521,265,128,99,rest_day,high_protein
660,2025-09-1,14343,2201,66,5.3,3176,244,67,100,recovery_high_steps,balanced_plate
